Date,Open,High,Low,Close,Adj Close,Volume
2019-06-11,66900.000000,67800.000000,66700.000000,67200.000000,63372.601563,2429182
2019-06-12,66800.000000,67100.000000,65700.000000,65700.000000,61958.046875,2437640
2019-06-13,64900.000000,65100.000000,63300.000000,63500.000000,59883.339844,5947811
2019-06-14,63200.000000,64000.000000,62600.000000,63100.000000,59506.128906,3686472
2019-06-17,62800.000000,63800.000000,62400.000000,63700.000000,60071.941406,2435039
2019-06-18,63800.000000,64200.000000,63300.000000,63400.000000,59789.042969,1549497
2019-06-19,65800.000000,67300.000000,65200.000000,67200.000000,63372.601563,6230370
2019-06-20,67200.000000,67400.000000,66200.000000,67300.000000,63466.906250,2773637
2019-06-21,67100.000000,67300.000000,65900.000000,65900.000000,62146.652344,2403002
2019-06-24,65900.000000,67400.000000,65600.000000,66900.000000,63089.691406,2164462
2019-06-25,66700.000000,67400.000000,66300.000000,66700.000000,62901.082031,1873766
2019-06-26,68300.000000,69600.000000,67900.000000,68900.000000,64975.789063,5024201
2019-06-27,70100.000000,71600.000000,69700.000000,70200.000000,66201.726563,5361201
2019-06-28,70900.000000,70900.000000,68400.000000,69500.000000,65541.609375,3117569
2019-07-01,71000.000000,71000.000000,69700.000000,70000.000000,66013.132813,3538183
2019-07-02,69700.000000,71700.000000,69100.000000,71400.000000,67333.390625,2495399
2019-07-03,71100.000000,71700.000000,69000.000000,69100.000000,65164.382813,2790684
2019-07-04,69600.000000,70700.000000,69300.000000,70200.000000,66201.726563,1503707
2019-07-05,70300.000000,71000.000000,68400.000000,68400.000000,64504.265625,2043271
2019-07-08,66400.000000,68000.000000,66200.000000,67400.000000,63561.222656,2202260
2019-07-09,68400.000000,70500.000000,67900.000000,69800.000000,65824.531250,2912514
2019-07-10,71500.000000,73400.000000,71000.000000,72900.000000,68747.976563,4346179
2019-07-11,74000.000000,75500.000000,74000.000000,75500.000000,71199.875000,5111929
2019-07-12,75600.000000,75800.000000,74400.000000,74700.000000,70445.453125,2638271
2019-07-15,74500.000000,76500.000000,74400.000000,76200.000000,71859.992188,2122090
2019-07-16,74800.000000,76500.000000,74800.000000,76100.000000,71765.710938,2450278
2019-07-17,74600.000000,75200.000000,74000.000000,74600.000000,70351.140625,2805672
2019-07-18,74300.000000,75200.000000,73900.000000,74700.000000,70445.453125,1902110
2019-07-19,75900.000000,77000.000000,75600.000000,76800.000000,72425.835938,2635348
2019-07-22,77800.000000,79200.000000,77000.000000,78400.000000,73934.726563,3213786
2019-07-23,79700.000000,80700.000000,78200.000000,78800.000000,74311.929688,4814941
2019-07-24,78800.000000,80200.000000,77100.000000,77600.000000,73180.281250,3562342
2019-07-25,79700.000000,80400.000000,77700.000000,79200.000000,74689.148438,3963383
2019-07-26,78100.000000,80300.000000,78000.000000,79800.000000,75254.976563,3095260
2019-07-29,79000.000000,79400.000000,76500.000000,77000.000000,72614.453125,2616782
2019-07-30,78200.000000,80000.000000,77700.000000,78900.000000,74406.226563,2371300
2019-07-31,78000.000000,79100.000000,75300.000000,76900.000000,72520.140625,3712241
2019-08-01,75300.000000,78700.000000,75300.000000,77700.000000,73274.570313,3397831
2019-08-02,75400.000000,76800.000000,74900.000000,76100.000000,71765.710938,4845952
2019-08-05,75500.000000,76000.000000,74900.000000,75400.000000,71105.570313,2889902
2019-08-06,73100.000000,73900.000000,71900.000000,72000.000000,67899.242188,5008247
2019-08-07,72000.000000,74300.000000,72000.000000,73300.000000,69125.195313,2692841
2019-08-08,73600.000000,74500.000000,72000.000000,72300.000000,68182.132813,2943206
2019-08-09,73200.000000,74100.000000,72300.000000,73300.000000,69125.195313,2100380
2019-08-12,73700.000000,75000.000000,73500.000000,74500.000000,70256.835938,1254926
2019-08-13,74000.000000,75100.000000,73700.000000,74500.000000,70256.835938,1304708
2019-08-14,77200.000000,77900.000000,76200.000000,76900.000000,72520.140625,2561643
2019-08-16,75800.000000,76400.000000,75100.000000,76400.000000,72048.609375,2015785
2019-08-19,77300.000000,77500.000000,74800.000000,75100.000000,70822.664063,1591728
2019-08-20,75500.000000,76600.000000,75100.000000,76400.000000,72048.609375,1694275
2019-08-21,75900.000000,76900.000000,75500.000000,75800.000000,71482.781250,1898789
2019-08-22,75300.000000,76000.000000,73800.000000,73800.000000,69596.710938,2309550
2019-08-23,73500.000000,75200.000000,73400.000000,74400.000000,70162.539063,1695532
2019-08-26,72600.000000,73000.000000,71500.000000,71800.000000,67710.609375,2645491
2019-08-27,72500.000000,73700.000000,72500.000000,73000.000000,68842.281250,2512610
2019-08-28,73500.000000,73700.000000,72500.000000,73300.000000,69125.195313,1380522
2019-08-29,73500.000000,74100.000000,72000.000000,73300.000000,69125.195313,2050860
2019-08-30,74600.000000,78000.000000,74600.000000,77400.000000,72991.671875,3839246
2019-09-02,77000.000000,78200.000000,76500.000000,77600.000000,73180.281250,1431352
2019-09-03,77200.000000,77600.000000,76300.000000,77000.000000,72614.453125,1611563
2019-09-04,77400.000000,80000.000000,77300.000000,80000.000000,75443.585938,2723541
2019-09-05,81400.000000,83000.000000,81200.000000,83000.000000,78272.726563,4068631
2019-09-06,84000.000000,84000.000000,81500.000000,81900.000000,77235.375000,2418057
2019-09-09,83100.000000,84600.000000,82500.000000,84300.000000,79498.679688,2642174
2019-09-10,84200.000000,84200.000000,82700.000000,83100.000000,78367.023438,1761883
2019-09-11,83400.000000,84300.000000,81300.000000,82600.000000,77895.507813,3650902
2019-09-16,81000.000000,81000.000000,79000.000000,79500.000000,74972.046875,5174391
2019-09-17,80000.000000,80400.000000,79100.000000,79400.000000,74877.750000,2538780
2019-09-18,80100.000000,80600.000000,79500.000000,80200.000000,75632.195313,2706678
2019-09-19,80600.000000,82700.000000,80300.000000,82700.000000,77989.812500,3612220
2019-09-20,82800.000000,83400.000000,82100.000000,82200.000000,77518.289063,2447172
2019-09-23,81900.000000,83300.000000,81900.000000,82800.000000,78084.101563,1413663
2019-09-24,82500.000000,83500.000000,81400.000000,83400.000000,78649.937500,1662830
2019-09-25,82200.000000,82800.000000,81500.000000,81900.000000,77235.375000,1644881
2019-09-26,83000.000000,83500.000000,82500.000000,83300.000000,78555.632813,1734941
2019-09-27,80200.000000,81500.000000,80100.000000,81400.000000,76763.843750,2625620
2019-09-30,80600.000000,82900.000000,80400.000000,82200.000000,77518.289063,2442478
2019-10-01,81800.000000,82500.000000,81700.000000,82000.000000,77329.664063,2370210
2019-10-02,81600.000000,81600.000000,79500.000000,79500.000000,74972.046875,2188097
2019-10-04,78900.000000,81300.000000,78900.000000,80300.000000,75726.484375,2430603
2019-10-07,80700.000000,81700.000000,79800.000000,80300.000000,75726.484375,1229105
2019-10-08,80400.000000,81100.000000,79400.000000,80900.000000,76292.320313,1816880
2019-10-10,78900.000000,79600.000000,78100.000000,79000.000000,74500.546875,4389324
2019-10-11,79800.000000,80500.000000,79400.000000,80000.000000,75443.585938,2186536
2019-10-14,82000.000000,82300.000000,80400.000000,80500.000000,75915.101563,1972409
2019-10-15,80700.000000,81700.000000,80500.000000,81200.000000,76575.226563,1518810
2019-10-16,82400.000000,82700.000000,81900.000000,82400.000000,77706.875000,2436269
2019-10-17,82000.000000,82200.000000,80600.000000,81000.000000,76386.625000,1713942
2019-10-18,81500.000000,81700.000000,77300.000000,77400.000000,72991.671875,13625664
2019-10-21,77800.000000,78400.000000,77100.000000,77500.000000,73085.984375,2096581
2019-10-22,78900.000000,79300.000000,78200.000000,79100.000000,74594.835938,3453958
2019-10-23,78500.000000,78600.000000,77700.000000,77700.000000,73274.570313,5373911
2019-10-24,79900.000000,80100.000000,78700.000000,80000.000000,75443.585938,3076100
2019-10-25,82400.000000,82900.000000,81500.000000,82900.000000,78178.414063,4229200
2019-10-28,83400.000000,84000.000000,82600.000000,82900.000000,78178.414063,1977758
2019-10-29,84000.000000,84000.000000,82900.000000,83000.000000,78272.726563,1645070
2019-10-30,83400.000000,83400.000000,81000.000000,81500.000000,76858.148438,1927042
2019-10-31,81900.000000,83400.000000,81600.000000,82000.000000,77329.664063,1978755
2019-11-01,82300.000000,83200.000000,81600.000000,83100.000000,78367.023438,1848046
2019-11-04,84000.000000,84900.000000,83800.000000,84700.000000,79875.882813,2182879
2019-11-05,85100.000000,85400.000000,84600.000000,85100.000000,80253.109375,1953720
2019-11-06,84800.000000,85200.000000,83500.000000,83500.000000,78744.242188,2127745
2019-11-07,83700.000000,84300.000000,82800.000000,83600.000000,78838.539063,1594558
2019-11-08,84600.000000,84600.000000,82000.000000,82300.000000,77612.585938,2074339
2019-11-11,82500.000000,82500.000000,80700.000000,81300.000000,76669.546875,2174477
2019-11-12,81900.000000,83200.000000,81300.000000,83200.000000,78461.328125,1555211
2019-11-13,83300.000000,83600.000000,82300.000000,83400.000000,78649.937500,1370289
2019-11-14,83200.000000,83800.000000,82900.000000,83400.000000,78649.937500,1517137
2019-11-15,84200.000000,85200.000000,83400.000000,85200.000000,80347.421875,2394138
2019-11-18,86000.000000,86500.000000,84700.000000,85500.000000,80630.312500,1827506
2019-11-19,85400.000000,86000.000000,84600.000000,85300.000000,80441.726563,2260299
2019-11-20,84400.000000,85200.000000,82600.000000,82700.000000,77989.812500,3315169
2019-11-21,81700.000000,82500.000000,80500.000000,80900.000000,76292.320313,3346746
2019-11-22,80900.000000,82100.000000,80700.000000,81700.000000,77046.765625,2089767
2019-11-25,82300.000000,83300.000000,81500.000000,81700.000000,77046.765625,2602474
2019-11-26,82000.000000,84100.000000,82000.000000,82300.000000,77612.585938,4521090
2019-11-27,82400.000000,83200.000000,82000.000000,82700.000000,77989.812500,1326621
2019-11-28,83100.000000,83800.000000,82500.000000,82800.000000,78084.101563,1413983
2019-11-29,82500.000000,82800.000000,80700.000000,80900.000000,76292.320313,2139440
2019-12-02,80900.000000,81800.000000,80500.000000,80500.000000,75915.101563,1945991
2019-12-03,78100.000000,79300.000000,77300.000000,78700.000000,74217.625000,11657151
2019-12-04,78000.000000,78100.000000,76800.000000,77700.000000,73274.570313,6164549
2019-12-05,79800.000000,79900.000000,78000.000000,78800.000000,74311.929688,3667358
2019-12-06,79300.000000,80800.000000,79100.000000,80600.000000,76009.398438,3054204
2019-12-09,81300.000000,81800.000000,80700.000000,80700.000000,76103.718750,2290088
2019-12-10,79800.000000,80900.000000,79400.000000,80700.000000,76103.718750,1831960
2019-12-11,80700.000000,81000.000000,80100.000000,80600.000000,76009.398438,2009331
2019-12-12,82000.000000,83500.000000,82000.000000,83400.000000,78649.937500,5247299
2019-12-13,87200.000000,88200.000000,85800.000000,87900.000000,82893.640625,5831965
2019-12-16,87200.000000,89400.000000,87000.000000,88600.000000,83553.757813,2652685
2019-12-17,91000.000000,93800.000000,90200.000000,92800.000000,87514.546875,5070618
2019-12-18,93400.000000,94500.000000,91800.000000,93000.000000,87703.156250,3434310
2019-12-19,95400.000000,96400.000000,93400.000000,93600.000000,88268.992188,4938375
2019-12-20,94100.000000,95100.000000,93700.000000,95000.000000,89589.257813,2791176
2019-12-23,95800.000000,96200.000000,94100.000000,94600.000000,89212.031250,1720279
2019-12-24,95000.000000,95600.000000,93800.000000,93800.000000,88457.593750,1464093
2019-12-26,94000.000000,95100.000000,93500.000000,94800.000000,89400.656250,1559839
2019-12-27,94800.000000,97000.000000,94200.000000,96000.000000,91497.468750,2229470
2019-12-30,95600.000000,96300.000000,94100.000000,94100.000000,89686.570313,1862634
2020-01-02,96000.000000,96200.000000,94100.000000,94700.000000,90258.421875,2342070
2020-01-03,96500.000000,97900.000000,94300.000000,94500.000000,90067.820313,3021380
2020-01-06,93000.000000,95300.000000,92800.000000,94300.000000,89877.187500,2577573
2020-01-07,94500.000000,95400.000000,94000.000000,94000.000000,89591.273438,2489429
2020-01-08,96400.000000,99500.000000,95200.000000,97400.000000,92831.804688,7014748
2020-01-09,98900.000000,99000.000000,97400.000000,99000.000000,94356.765625,3586413
2020-01-10,99100.000000,99700.000000,97900.000000,98900.000000,94261.453125,2867925
2020-01-13,99000.000000,101000.000000,98000.000000,100500.000000,95786.406250,2242008
2020-01-14,101500.000000,103500.000000,99900.000000,100500.000000,95786.406250,2913343
2020-01-15,99900.000000,99900.000000,98000.000000,98200.000000,93594.289063,2745625
2020-01-16,97400.000000,99400.000000,97400.000000,99200.000000,94547.382813,2824804
2020-01-17,100500.000000,101500.000000,98800.000000,99000.000000,94356.765625,2246394
2020-01-20,100000.000000,101000.000000,99600.000000,99900.000000,95214.539063,1781639
2020-01-21,100500.000000,100500.000000,99000.000000,99300.000000,94642.687500,1483291
2020-01-22,99000.000000,101000.000000,99000.000000,101000.000000,96262.953125,2257478
2020-01-23,101000.000000,101000.000000,98200.000000,98700.000000,94070.820313,2780104
2020-01-28,95500.000000,96900.000000,95000.000000,96300.000000,91783.398438,3630362
